group_uid,group_name,name_romanji,formed_date_raw,gap_missing_or_invalid_formed_date,gap_empty_song_uids,gap_empty_discography,discography_row_count,disc_rows_empty_track_list,disc_rows_empty_track_song_uids,member_count_field,member_names_count,member_uids_nonempty_count,gap_roster_no_nonempty_uids,gap_roster_uids_short_of_names,wiki_url_missing_or_blank,agencies_missing_or_empty,all_disc_rows_missing_track_list,all_disc_rows_missing_track_song_uids,gap_flags_summary
9b937bbf-facf-437b-9815-94152bfe5805,ヒロインズ研究生,HEROINES_Kenkyuusei,2023-10-16,0,1,1,0,0,0,10,10,10,0,0,0,0,0,0,empty_song_uids;empty_discography
055cd81a-8c78-44ad-b74b-3f45fc551f9b,ナナコロビヤオキ,Nanakorobi_Yaoki,2024-06-14,0,0,0,6,6,6,8,8,7,0,1,0,0,1,1,disc_empty_track_list×6;disc_empty_track_song_uids×6;roster_uids_short
72612662-7c13-4de8-b694-a800f9eb1dda,Ladybaby,LADYBABY,2015-01-01,0,0,0,21,15,21,5,5,5,0,0,0,0,0,1,disc_empty_track_list×15;disc_empty_track_song_uids×21
a7805041-7cce-4541-86b5-a3fe06d3d4ea,AMAKAZE,,2020-11-05,0,1,1,0,0,0,9,9,9,0,0,0,0,0,0,empty_song_uids;empty_discography
743724ff-5c2d-4e42-85ab-95e7e5c42954,Raiden,,2020-11-05,0,0,0,78,78,78,10,10,10,0,0,0,0,1,1,disc_empty_track_list×78;disc_empty_track_song_uids×78
d8f8e543-16c7-4f7e-8903-ded7ec8c5380,Ragken!,,2019-09-05,0,1,1,0,0,0,13,13,13,0,0,0,0,0,0,empty_song_uids;empty_discography
acdd5738-2636-426a-b896-b9435d4327a5,HEROINES Kenkyuusei,HEROINES Kenkyuusei,2023-10-16,0,1,1,0,0,0,10,10,10,0,0,1,1,0,0,empty_song_uids;empty_discography;no_wiki_url;no_agencies
764d49a4-9186-44f0-9c88-ab913d7c95ca,SUIGETSU,,2020-11-05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,empty_song_uids;empty_discography
15c6385c-b09a-4dbc-89f1-fc96cef74fff,BLK LiLiY,BLK_LiLiY,2021-03-21,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×2
7e2b7bae-0b97-4c6c-8268-4923aa92c622,Link STAR's,Link_STAR's,,1,0,0,7,7,7,0,0,0,0,0,0,0,1,1,formed_date;disc_empty_track_list×7;disc_empty_track_song_uids×7
4d9e63bf-672e-4b0a-86e6-40c8e5cc6689,Yumeiro H!L!T,Yumeiro_H!L!T,2019-06-23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,empty_song_uids;empty_discography
5qyF5Z2CNDY,欅坂46,Keyakizaka46,2015-08-21,0,0,0,12,12,12,1,1,0,1,1,0,0,1,1,disc_empty_track_list×12;disc_empty_track_song_uids×12;roster_no_uids;roster_uids_short
SVoqT05F,IZ*ONE,IZ*ONE,2018-10-29,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1;no_agencies
44Oi44O844OL44Oz44Kw5aiY44CC,モーニング娘。'25,Morning Musume,1997-09-07,0,0,0,207,138,207,0,0,0,0,0,0,0,0,1,disc_empty_track_list×138;disc_empty_track_song_uids×207
SnVpY2U9SnVpY2U,Juice=Juice,Juice=Juice,2013-02-03,0,0,0,41,36,41,1,1,0,1,1,0,0,0,1,disc_empty_track_list×36;disc_empty_track_song_uids×41;roster_no_uids;roster_uids_short
56We5a6_,神宿,KAMIYADO,2014-09-28,0,0,0,49,16,49,0,0,0,0,0,0,0,0,1,disc_empty_track_list×16;disc_empty_track_song_uids×49
UGlLaQ,PiKi,PiKi,2025-06-21,0,0,0,3,3,3,2,2,2,0,0,0,0,1,1,disc_empty_track_list×3;disc_empty_track_song_uids×3
44Ki44Oz44K444Ol44Or44Og,アンジュルム,ANGERME,,1,0,0,79,65,79,0,0,0,0,0,0,1,0,1,formed_date;disc_empty_track_list×65;disc_empty_track_song_uids×79;no_agencies
QmVycnl65bel5oi_,Berryz工房,Berryz Koubou,2004-01-01,0,0,0,111,92,111,1,1,0,1,1,0,0,0,1,disc_empty_track_list×92;disc_empty_track_song_uids×111;roster_no_uids;roster_uids_short
QkVZT09PT09ORFM,BEYOOOOONDS,BEYOOOOONDS,2018-10-19,0,0,0,16,13,16,2,2,0,1,1,0,0,0,1,disc_empty_track_list×13;disc_empty_track_song_uids×16;roster_no_uids;roster_uids_short
44Gk44Gw44GN44OV44Kh44Kv44OI44Oq44O8,つばきファクトリー,Tsubaki Factory,,1,0,0,33,26,33,0,0,0,0,0,0,1,0,1,formed_date;disc_empty_track_list×26;disc_empty_track_song_uids×33;no_agencies
UHJldHR5IENodXU,Pretty Chuu,Pretty_Chuu,2025-06-16,0,0,0,18,18,18,5,5,1,0,1,1,0,1,1,disc_empty_track_list×18;disc_empty_track_song_uids×18;roster_uids_short;no_wiki_url
TU9SRSBTVEFS,MORE STAR,MORE_STAR,,1,0,0,5,5,5,9,9,0,1,1,1,0,1,1,formed_date;disc_empty_track_list×5;disc_empty_track_song_uids×5;roster_no_uids;roster_uids_short;no_wiki_url
TUVHQUZPTg,MEGAFON,MEGAFON,2025-04-06,0,0,0,8,0,8,6,6,1,0,1,0,0,0,1,disc_empty_track_song_uids×8;roster_uids_short
5bm95LiW6ISF5ZqH,幽世脅嚇,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
QeW_nFA,A応P,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
T0NIQSBOT1JNQQ,OCHA NORMA,OCHA NORMA,2021-12-12,0,0,0,8,7,8,1,1,0,1,1,0,0,0,1,disc_empty_track_list×7;disc_empty_track_song_uids×8;roster_no_uids;roster_uids_short
44Ki44Kk44OJ44Oq44Oz44KwISEh,アイドリング!!!,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
RFJBV-KZoU1F,DRAW♡ME,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
TU5MNDg,MNL48,MNL48,2018-04-28,0,0,0,13,5,13,1,1,0,1,1,0,1,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×13;roster_no_uids;roster_uids_short;no_agencies
44Ot44O844K444O844Kv44Ot44OL44Kv44Or,ロージークロニクル,Rosy Chronicle,,1,1,0,3,3,3,0,0,0,0,0,0,1,1,1,formed_date;empty_song_uids;disc_empty_track_list×3;disc_empty_track_song_uids×3;no_agencies
55yJ5p2R44Gh44GC44GN,眉村ちあき,Mayumura_Chiaki,,1,0,0,33,33,33,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×33;disc_empty_track_song_uids×33;no_wiki_url
TVlFUkE,MYERA,,2025-01-01,0,0,0,5,5,5,5,5,2,0,1,1,1,1,1,disc_empty_track_list×5;disc_empty_track_song_uids×5;roster_uids_short;no_wiki_url;no_agencies
QnV6eQ,Buzy,,1998-01-01,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,empty_song_uids;empty_discography;no_wiki_url
44OP44Ot44OX44Ot56CU5L-u55Sf,ハロプロ研修生,Hello Pro Kenshuusei,2010-03-27,0,1,0,28,15,28,0,0,0,0,0,0,1,0,1,empty_song_uids;disc_empty_track_list×15;disc_empty_track_song_uids×28;no_agencies
44Op44K544OI44Ki44Kk44OJ44OrMuacn-eUnw,ラストアイドル2期生,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
c29yYSB0b2Igc2FrYW5h,sora tob sakana,Sora_tob_sakana,,1,0,0,13,13,13,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×13;disc_empty_track_song_uids×13;no_wiki_url
44GV44GP44KJ5a2m6Zmi,さくら学院,Sakura_Gakuin,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url
5rih44KK5buK5LiL6LWw44KK6ZqKNw,渡り廊下走り隊7,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
UHJpem1teeKYhg,Prizmmy☆,,,1,0,0,21,21,21,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×21;disc_empty_track_song_uids×21;no_wiki_url;no_agencies
44OV44Kn44Ki44Oq44O844K6,フェアリーズ,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
MjbmmYLjga7jg57jgrnjgqvjg6zjgqTjg4k,26時のマスカレイド,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
R1BQ,GPP,,,1,0,0,2,2,2,8,8,6,0,1,1,0,1,1,formed_date;disc_empty_track_list×2;disc_empty_track_song_uids×2;roster_uids_short;no_wiki_url
UmVhbFJvbWFudGlj,RealRomantic,,2025-04-16,0,0,0,7,7,7,8,8,7,0,1,1,0,1,1,disc_empty_track_list×7;disc_empty_track_song_uids×7;roster_uids_short;no_wiki_url
UElHTU9OWg,PIGMONZ,,2026-03-21,0,0,0,2,2,2,3,3,3,0,0,0,0,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2
T05FUElYQ0VM,ONEPIXCEL,OnePixcel,,1,0,0,13,13,13,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×13;disc_empty_track_song_uids×13;no_wiki_url
U3RyYWlnaHQgQW5nZWxp,Straight Angeli,Straight_Angeli,2025-11-01,0,0,0,2,2,2,6,6,6,0,0,1,0,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2;no_wiki_url
6ISH55Sw44KC44Gq44KK,脇田もなり,Wakita_Monari,,1,0,0,26,26,26,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×26;disc_empty_track_song_uids×26;no_wiki_url
SmV3ZWw,Jewel,,2010-06-13,0,0,0,19,19,19,1,1,0,1,1,1,0,1,1,disc_empty_track_list×19;disc_empty_track_song_uids×19;roster_no_uids;roster_uids_short;no_wiki_url
RElBVkVM,DIAVEL,,2025-04-26,0,0,0,9,9,9,7,7,7,0,0,1,1,1,1,disc_empty_track_list×9;disc_empty_track_song_uids×9;no_wiki_url;no_agencies
TWlsa3lXYXk,MilkyWay,Milkyway,,1,0,0,16,16,16,1,1,0,1,1,1,1,1,1,formed_date;disc_empty_track_list×16;disc_empty_track_song_uids×16;roster_no_uids;roster_uids_short;no_wiki_url;no_agencies
MzY1wrA,365°,365,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
Q2h1bmluZyBDYW5keQ,Chuning Candy,Chuning_Candy,,1,0,0,7,7,7,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×7;disc_empty_track_song_uids×7;no_wiki_url
WElOWElO,XINXIN,,2026-03-15,0,0,0,7,6,7,8,8,8,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×7
R2VuMWVz,Gen1es,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44OV44Os44Oz44OB44O744Kt44K5,フレンチ・キス,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
TUlTUyBNRVJDWQ,MISS MERCY,MISS_MERCY,2022-03-02,0,0,0,20,20,20,7,7,7,0,0,1,0,1,1,disc_empty_track_list×20;disc_empty_track_song_uids×20;no_wiki_url
VG9pIFRvaSBUb2k,Toi Toi Toi,Toi_Toi_Toi,2025-04-04,0,0,0,7,7,7,8,8,8,0,0,0,0,1,1,disc_empty_track_list×7;disc_empty_track_song_uids×7
YW1pbmk,amini,Amini,,1,0,0,6,2,6,6,6,6,0,0,0,0,0,1,formed_date;disc_empty_track_list×2;disc_empty_track_song_uids×6
44K744Kv44OI,セクト,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44OP44OD44OU44O844GP44KL44GP44KL,ハッピーくるくる,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
5oKy5pKD44Gu44OS44Ot44Kk44Oz55eH5YCZ576k,悲撃のヒロイン症候群,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
UllVVGlzdA,RYUTist,,2011-01-01,0,0,0,27,27,27,0,0,0,0,0,1,0,1,1,disc_empty_track_list×27;disc_empty_track_song_uids×27;no_wiki_url
44K244O744Kz44Kk44Oz44Ot44OD44Kr44O844K6,ザ・コインロッカーズ,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44KK44Oz44Gt,りンね,Rinne,,1,0,0,20,20,20,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×20;disc_empty_track_song_uids×20;no_wiki_url
TWFkZSBpbiBNYWlkZW4,Made in Maiden,Requiem_(Made_in_Maiden),2025-04-24,0,0,0,8,8,8,4,4,2,0,1,1,1,1,1,disc_empty_track_list×8;disc_empty_track_song_uids×8;roster_uids_short;no_wiki_url;no_agencies
44Ku44Of44OD44Kv,ギミック,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
QnVzdGVycw,Busters,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44Of44K944Op44OJ44Ko44K444K944Oz,ミソラドエジソン,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
U09M,SOL,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
Q0FMJlJFUw,CAL&RES,,2021-08-16,0,0,0,1,1,1,4,4,1,0,1,1,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_uids_short;no_wiki_url
44Gt44GK44Gh,ねおち,Neochi,,1,0,0,10,10,10,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×10;disc_empty_track_song_uids×10;no_wiki_url;no_agencies
56We5qeY44Gu6KiA44GG6YCa44KK,神様の言う通り,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
57W25pyb44Kt44ON44Oe,絶望キネマ,Zetsubou_Kinema,,1,0,0,6,6,6,5,5,0,1,1,1,0,1,1,formed_date;disc_empty_track_list×6;disc_empty_track_song_uids×6;roster_no_uids;roster_uids_short;no_wiki_url
TFVOQVJTT0xBUg,LUNARSOLAR,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
RXNwZWNpYQ,Especia,,2012-06-01,0,0,0,14,14,14,0,0,0,0,0,1,0,1,1,disc_empty_track_list×14;disc_empty_track_song_uids×14;no_wiki_url
WnNhc3o,Zsasz,,2019-10-22,0,0,0,2,2,2,0,0,0,0,0,1,1,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2;no_wiki_url;no_agencies
44Kz44Os44Gj44Gm5oGL44Gn44GZ44GL77yf,コレって恋ですか？,Korette_Koi_desu_ka?,2019-08-31,0,0,0,7,7,7,0,0,0,0,0,1,0,1,1,disc_empty_track_list×7;disc_empty_track_song_uids×7;no_wiki_url
44OX44Op44Oz44Kv44K544K_44O844K6,プランクスターズ,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
5Y-v5oaQR2lybCdz,可憐Girl's,Karen_Girl's,,1,0,0,3,3,3,2,2,1,0,1,1,0,1,1,formed_date;disc_empty_track_list×3;disc_empty_track_song_uids×3;roster_uids_short;no_wiki_url
U1BBQ0UgR0lSTFMgUExBTkVU,SPACE GIRLS PLANET,SPACE_GIRLS_PLANET,,1,0,0,6,6,6,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×6;disc_empty_track_song_uids×6;no_wiki_url;no_agencies
Um9vdCBtaW1p,Root mimi,Root_mimi,,1,0,0,6,6,6,13,13,6,0,1,0,0,1,1,formed_date;disc_empty_track_list×6;disc_empty_track_song_uids×6;roster_uids_short
bG9nIHlvdQ,log you,Log_you,,1,0,0,4,0,4,12,12,6,0,1,0,0,0,1,formed_date;disc_empty_track_song_uids×4;roster_uids_short
44KB44Gj77yB,めっ！,Sukisugite_Metsu!,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
REVBRExJRlQgTE9MSVRB,DEADLIFT LOLITA,DEADLIFT_LOLITA,2017-03-01,0,0,0,7,7,7,2,2,1,0,1,1,0,1,1,disc_empty_track_list×7;disc_empty_track_song_uids×7;roster_uids_short;no_wiki_url
44Ki44Kk44OJ44Or44ON44OD44K144Oz44K5,アイドルネッサンス,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44OZ44Kk44OT44O844Os44Kk44K6SkFQQU4,ベイビーレイズJAPAN,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
Q0FSUlkgTE9PU0U,CARRY LOOSE,CARRY_LOOSE,2019-06-01,0,0,0,1,1,1,4,4,2,0,1,0,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_uids_short
5ZCJ5bed5Y-L,吉川友,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
5p2x5Lqs44OR44OV44Kp44O844Oe44Oz44K544OJ44O844Or,東京パフォーマンスドール,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
QmVGb3JV,BeForU,,2000-01-01,0,0,0,10,10,10,0,0,0,0,0,1,1,1,1,disc_empty_track_list×10;disc_empty_track_song_uids×10;no_wiki_url;no_agencies
UkUtR0U,RE-GE,,2026-02-15,0,0,0,1,1,1,9,9,9,0,0,1,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1;no_wiki_url
44Ki44K544OI44Os44Kk44Or,アストレイル,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
UEFTU1BP4piG,PASSPO☆,,,1,0,0,53,53,53,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×53;disc_empty_track_song_uids×53;no_wiki_url
5ZCJ55Sw5Yec6Z-z,吉田凜音,Yoshida_Rinne,,1,0,0,25,25,25,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×25;disc_empty_track_song_uids×25;no_wiki_url;no_agencies
bWlzY2FzdA,miscast,Miscast,2019-06-07,0,0,0,14,6,14,8,8,5,0,1,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×14;roster_uids_short
UmV2LmZyb20gRFZM,Rev.from DVL,Rev._from_DVL,,1,0,0,11,11,11,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×11;disc_empty_track_song_uids×11;no_wiki_url
TkVLSVJV,NEKIRU,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
VklOSUk,VINII,,2025-11-12,0,0,0,3,3,3,4,4,1,0,1,1,0,1,1,disc_empty_track_list×3;disc_empty_track_song_uids×3;roster_uids_short;no_wiki_url
TWVNZVE,MeMeQ,,2025-09-27,0,0,0,2,2,2,7,7,7,0,0,0,0,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2
Q1VSRSdU,CURE'T,,2025-11-24,0,0,0,1,1,1,6,6,6,0,0,1,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1;no_wiki_url
U3VnYXLimaFIb2xpYw,Sugar♡Holic,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
Qk5TSQ,BNSI,,2025-08-08,0,0,0,2,2,2,7,7,5,0,1,0,0,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2;roster_uids_short
44OS44Kk44Op44Ku44Oq44Kq,ヒイラギリオ,Hiiragi_Rio,,1,0,0,6,6,6,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×6;disc_empty_track_song_uids×6;no_wiki_url;no_agencies
54m55pKu44GM44KL44Ga,特撮がるず,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
56-g5bSO44KK44GV,篠崎りさ,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
Q2hlZWt5IFBhcmFkZQ,Cheeky Parade,Cheeky_Parade,,1,0,0,5,5,5,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×5;disc_empty_track_song_uids×5;no_wiki_url;no_agencies
SURPTEFURVI,IDOLATER,,2019-03-25,0,0,0,12,12,12,0,0,0,0,0,1,0,1,1,disc_empty_track_list×12;disc_empty_track_song_uids×12;no_wiki_url
44OV44Kh44O844K544OI44OX44Os44Kk44Oq44K544OI,ファーストプレイリスト,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
UmVGTGlB,ReFLiA,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
5q2m6Jek5b2p5pyq,武藤彩未,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44Gt44KC44G644KNIGZyb20g44Gn44KT44Gx57WELmluYw,ねもぺろ from でんぱ組.inc,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44G_44GO44Gm44KE44GY44KL44GXIOOBsuOBoOOCiuOBpuOBr-ODvOOBqA,みぎてやじるし ひだりてはーと,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
Q1JPV04gUE9Q,CROWN POP,CROWN_POP,2015-08-08,0,0,0,18,18,18,0,0,0,0,0,1,0,1,1,disc_empty_track_list×18;disc_empty_track_song_uids×18;no_wiki_url
5LmZ5aWz5paw5YWa,乙女新党,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
5a-65baL55Sx6IqZ,寺嶋由芙,Terashima_Yufu,,1,0,0,28,28,28,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×28;disc_empty_track_song_uids×28;no_wiki_url
Qi5PLkwuVA,B.O.L.T,,2019-07-01,0,0,0,28,28,28,0,0,0,0,0,1,0,1,1,disc_empty_track_list×28;disc_empty_track_song_uids×28;no_wiki_url
V0hZQERPTEw,WHY@DOLL,,2014-09-01,0,0,0,16,16,16,0,0,0,0,0,1,0,1,1,disc_empty_track_list×16;disc_empty_track_song_uids×16;no_wiki_url
cHJlZGlh,predia,Predia,2010-01-01,0,0,0,31,31,31,0,0,0,0,0,1,0,1,1,disc_empty_track_list×31;disc_empty_track_song_uids×31;no_wiki_url
R0VN,GEM,,2012-12-25,0,0,0,10,8,10,9,9,2,0,1,0,1,0,1,disc_empty_track_list×8;disc_empty_track_song_uids×10;roster_uids_short;no_agencies
5oG15q-U5a-_44Oe44K544Kr44OD44OE,恵比寿マスカッツ,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
S09UTw,KOTO,,2012-01-01,0,0,0,29,29,29,0,0,0,0,0,1,0,1,1,disc_empty_track_list×29;disc_empty_track_song_uids×29;no_wiki_url
SE82TEE,HO6LA,,2021-08-18,0,0,0,4,2,4,6,6,6,0,0,0,0,0,1,disc_empty_track_list×2;disc_empty_track_song_uids×4
5bqD54Cs5oSb6I-c,広瀬愛菜,Hirose_Aina,,1,0,0,2,2,2,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×2;disc_empty_track_song_uids×2;no_wiki_url;no_agencies
44K344Ol44O844Kv44Oq44O844Og44Ot44Kx44OD44OE,シュークリームロケッツ,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44G_44KT44Gq44Gu44GT44Gp44KC44Gh44KD44KT,みんなのこどもちゃん,Minna_no_Kodomo-chan,,1,0,0,18,18,18,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×18;disc_empty_track_song_uids×18;no_wiki_url;no_agencies
44OQ44OL44Op44OT44O844Oz44K6,バニラビーンズ,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
REVTVVJBQkJJVFM,DESURABBITS,,2013-10-01,0,0,0,15,15,15,0,0,0,0,0,1,1,1,1,disc_empty_track_list×15;disc_empty_track_song_uids×15;no_wiki_url;no_agencies
SEFMTENB,HALLCA,,,1,0,0,37,37,37,0,0,0,0,0,1,1,1,1,formed_date;disc_empty_track_list×37;disc_empty_track_song_uids×37;no_wiki_url;no_agencies
UGlYTWlY,PiXMiX,,2019-01-09,0,0,0,22,22,22,0,0,0,0,0,1,0,1,1,disc_empty_track_list×22;disc_empty_track_song_uids×22;no_wiki_url
44Gv44Gh44G_44Gk44Ot44Kx44OD44OI,はちみつロケット,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
44Ot44OD44Kr44K444Oj44Od44OL44Kr,ロッカジャポニカ,,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,formed_date;empty_song_uids;empty_discography;no_wiki_url;no_agencies
WDIx,X21,,,1,0,0,14,14,14,0,0,0,0,0,1,0,1,1,formed_date;disc_empty_track_list×14;disc_empty_track_song_uids×14;no_wiki_url
U2lhbeKYhkRyZWFt,Siam☆Dream,Dream,,1,0,0,9,9,9,6,6,0,1,1,0,0,1,1,formed_date;disc_empty_track_list×9;disc_empty_track_song_uids×9;roster_no_uids;roster_uids_short
M0IganVuaW9y,3B junior,3B_junior,2014-11-01,0,0,0,4,4,4,0,0,0,0,0,1,1,1,1,disc_empty_track_list×4;disc_empty_track_song_uids×4;no_wiki_url;no_agencies
cmF5bWF5,raymay,Raymay,2018-12-01,0,0,0,12,12,12,0,0,0,0,0,1,0,1,1,disc_empty_track_list×12;disc_empty_track_song_uids×12;no_wiki_url
T24gdGhlIHRyZWF0IFN1cGVyIFNlYXNvbg,On the treat Super Season,On_the_treat_Super_Season,2021-08-04,0,0,0,15,15,15,0,0,0,0,0,1,0,1,1,disc_empty_track_list×15;disc_empty_track_song_uids×15;no_wiki_url
